filename,entry-date,entry-by,layout,entry-type,image,title,source-url,source,copyright,summary,content,FEATURES:,Boerhaave,COGWEB,Chinese,LSTM,Leiden,PGM,RNN,Ruysch,actors,aesthesis,agency,algorithm,analysis,anatomical,anatomy,androgynous,architecture,archive,artificialia,axis,black-box,body,botanical,brain,categories,categorization,channel,character recognition,chinese,classification,clustering,cnn,codes,cognition,collecting,collection,collections,colonialism,commodification,concept,conceptual-clustering,convolutional neural network,cost,counting,cut,cuts,cutting,datasets,demonstration,diagram,dimensionality,disgust,dissection,distance,domestication,elegance,epistemology,error,euclidean,evaluation,eye,figures,finger,forecasting,forensics,frame,freakish,geometry,gesture,gestures,gradient descent,graph,graphs,grouping,hacking,hand,hand writing,hands,hands-on,handwriting,hardware,history,human,human body,imagination,imperfect,inscription,instruments,joint,kmeans,knowledge,labeling,landmark,learning,location,machine learning,machines,materiality,meaning,measurement,memory,mnist,model,models,monsters,muscles,mystical,mythological,naturalia,nerves,nervous system,network,networks,neural networks,neural-anatomy,neuron,nonlinearity,observation,offline,online,ontologies,ontology,ontology-building,optimization,orientation,orthogonality,parallel,pca,perception,perceptron,perfection,performance,planes,poetic,position,prediction,preparation,preparations,projection,proportion,proportions,psychology,python,races,representation,representations,rhetoric,rnn,segments,selection,sensory experience,sensory perception,similarity,skeleton,skin,skull,skulls,space,sparseness,spectacle,spectators,speech,standard,statistic-ontology,statistical,statistical-ontology,svm,symbols,tacit,taxonomy,theatre,time-series,timeseries,tools,topological,training,treatise,trial,truth,type,typography,unsupervised,vision,visualization,wellcome,word2vec,writing,zodiac
botanical_preparations.md,2019-12-6,Joana Chicau,image,image,wc/botanical_preparations.jpg,Thesaurus botanical preparations.,https://wellcomecollection.org/works/ncecu4v2,,Creative Commons Attribution (CC BY 4.0),Botanical and zoological preparations including the Loligo with with eggs Thesaurus animalium primus Frederik Ruysch Published: 1710.,,,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese-diagram-of-human-body.md,2019-09-2,Joana Chicau,image,image,wc/SungTzu_thirteenth_century.jpg,"Chinese diagram of human body, handwritten letter in English.",https://wellcomecollection.org/works/sfqm4s4x,,Creative Commons Attribution (CC BY 4.0),"A page from a 19th century version of The Washing Away of Wrongs, a Chinese textbook on forensic medicine. Originally compiled by Sung Tzu in the thirteenth century, the text remained the principal guide for inquests in East Asia for hundreds of years. MS Wellcome Chinese Collection Book No. 55, Volume 1.",,,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0.978,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chiromancy-4-hand-shapes.md,2019-07-30,Jonathan Reus,image,image,c/chiromancy-4-hand-shapes.gif,Chiromancy - 4 classifications of hand shapes,https://en.wikipedia.org/wiki/Palmistry#Hand_shape,,,"Earth hands are generally identified by broad, square palms and fingers, thick or coarse skin, and ruddy color. The length of the palm from wrist to the bottom of the fingers is usually equal to the length of the fingers.
Air hands exhibit square or rectangular palms with long fingers and sometimes protruding knuckles, low-set thumbs, and often dry skin. The length of the palm from wrist to the bottom of the fingers is usually equal to the length of the fingers.
Water hands are seeable by the long, sometimes oval-shaped palm, with long, flexible, conical fingers. The length of the palm from wrist to the bottom of the fingers is usually less than the width across the widest part of the palm, and usually equal to the length of the fingers.
Fire hands are characterized by a square or rectangular palm, flushed or pink skin, and shorter fingers. The length of the palm from wrist to the bottom of the fingers is usually greater than the length of the fingers.",,,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold-handwriting-analysis-english.md,2019-07-25,Jonathan Reus,image,image,c/cold-analysis-english-writing.gif,COLD Feature Based Handwriting Analysis for Ethnicity Identification,https://arxiv.org/abs/1806.07072,"Nag, Sauradip, et al. ""New COLD Feature Based Handwriting Analysis for Enthnicity/Nationality Identification."" 2018 16th International Conference on Frontiers in Handwriting Recognition (ICFHR). IEEE, 2018.",,"Different Cloud of Line (COLD) distributions of writers from different nationalities.
Traits, namely,  gender,  nationality,  age,  height,  gait,etc.,are popular in the field of biometric applications, such as faceand iris  recognition[1,  2].  This  is  because traits  prediction helpsbiometric  methods  to  improve  their  performancesby reducing  the  complexity  of  the  problem [3,  4].  In  addition, traits prediction plays a vital role for forensic applicationsand securitybyhelping in  identifying  suspicious  behaviors[1]. However, it is noted from biometric based methods that when the  input  images  are posed  to an open  environment,  the methods  lose  accuracy.  This  is  due  to  inherent  limitations  of biometric  based  methods,  such  as sensitivity  to non-uniform illuminationeffect,  occlusion,  degradation, and  environmentinfluences. Besides,     the     methods     are     said     to     be computationally  expensive  as  it  involves high-levelimage processing   tasks. As   a   result,   in   order   to   help   forensic applicationsand investigation teams, handwriting analysis has received a special attention of the researchers,which has now reached beyond   traditional   boundaries   such   as   emotions nationality,  gender,  age  and  other  traits  prediction  [4,  5]. However,  due  to  large  variations  in  handwriting, ink,  pen, paper,  script,  age,  gender, and  individual  difference, it  is not so   easy   to identify   traits   based   on   handwriting   analysis accurately.  Therefore,  this  work  focuseson  nationality and ethnicity identification  asit  is  useful  for  identifying  crimeswhere different nationalsare involved.
Despite  the  problem  is  challenging  as  mentioned  above, one   can   expect   differences   in   writing   styles of   different nationals. For example, Chinese usually prefer to write letters with  more  straight  than  cursive.  This  is  valid because  of the nature  of their  national language,where  alphabets  and  text usually are formed with the combination of straight strokes. Incase of people originating from Indiaand Bangladesh, we can expect  more  cursivethan  straightness compared  to  Chinese because most  of  Indian and  Bangladesh  scripts are  cursive  in nature. With this notion, one can confirm that English writing changes  from  one  national  to  another. This  is  the  main  basis for  proposing  the  method  in  this  work.  It  is  evident  from  thesample images of each nation shown in Fig. 1,where it can be seen that each nation has a different writing style. At the same time,  since  all the citizens  of  respective  nations  follow  their own   scripts,   we   can   expect   English   writing   by   different persons of the same nation share the common properties ",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0.997,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collections-of-perfection.md,2019-12-4,Joana Chicau,text,,,Collections of Perfection,https://www.universiteitleiden.nl/en/research/research-projects/humanities/collections-of-perfection,"Collections of Perfection, Marieke Hendriksen MA MRes, Leiden University","Marieke Hendriksen MA MRes, Leiden University",Research project description of Collections of Perfection.,"For the Leiden anatomists Rau, Albinus, Van Doeveren, Bonn and Brugmans perfection was at the core of their decisions. Aesthetically, the objects had to be presented according to fixed proportions, perspectives and other aesthetic conventions. Technologically and scientifically, the anatomical collections were aimed at showing ever more perfect methods of revealing and preserving nature. Ethically, the collections functioned like mirrors and helped in the educational and therefore ethical perfectibility of man. There was even a theological meaning of perfection as some collectors sought to represent the perfect order of creation. Also the exhibition of so called ‘monsters’, tumours and other malformations were meant to enhance (ex-negativo) the image of the perfect body.",,0,0,0,0,0.22,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0.59,0.911,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commodification-elegant-anatomy.md,2018-10-29,Joana Chicau,text,,,Commodification of the human body,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt on Aesthesis and the epistemology of 18th century anatomical research. From Elegant Anatomy, Marieke M. A. Hendriksen","...unlike most other forms of commodification of the human body, the creation of anatomical preparations was not aimed at the consumption of the body or its services, nor at stabilizing it for primarily sym- bolic, ritual, spiritual or decorative reasons (although these could also play a role). Making an anatomical preparation is first and foremost aimed at rendering knowledge, gained through sensory perception and experimentation with the body, stable and tradable. Sometimes this tradability was only of secondary importance, as for the many anatomists and collectors who made anatomical preparations primarily for their own research and teaching collections.",,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comparison-of-two-network-topologies.md,2018-10-14,Jonathan Reus,image,image,poster/Comparison-of-a-fully-connected-network-topology-A-and-an-Erdos-Renyi-graph.jpg,Comparison of Fully-connected Network and Erdos-Renyi Graph,https://arxiv.org/pdf/1711.11180.pdf,"Improved Learning in Evolution Strategies via Sparser Inter-Agent Network Topologies, arXiv, 30 Nov 2017",,"Comparison of a fully-connected network topology (A) and an Erdos-Renyi graph (B) of average degree 0.4, both with 40 nodes.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computing-ontology-specification.md,2019-06-21,Jonathan Reus,text,,,What is Ontology?,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.529.6227,"Elsayed, Abd-Elraham, et al. ""Applying data mining for ontology building."" Proc. of ISSR (2007).",,"Excerpt on the meaning of ""ontology"" in computer science from ""Applying data mining for ontology building"" by Abd-Elraham Elsayad et al.","## What Is the Ontology
The word “ontology” has been recognized in philosophy as the subject of existence. In the Artificial Intelligence community, ontology means a formal, explicit specification of a shared conceptualization.

Conceptualization refers to an abstract model of some world phenomena. Ontology concepts and the relationship among those concepts should be explicitly defined. Further, ontology should be machine-readable and the ontology should capture consensual knowledge accepted by the community [13].

Ontology is used for knowledge sharing and reuse. It improves information organization, management and understanding. Ontology has a significant role in the areas dealing with vast amounts of distributed and heterogeneous computer-based information, such as the World Wide Web, Intranet information systems, and electronic commerce. Ontology will play a key role in the second generation of the web, which Tim Berners-Lee called the “Semantic Web”, in which information is given well-defined meaning, and is machine-readable. Search engines will use ontology to find pages with words that are syntactically different but semantically similar.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conceptual-clustering.md,2019-06-21,Jonathan Reus,text,,,Conceptual Clustering,https://dl.acm.org/citation.cfm?id=1625057,"Stepp, Robert E., and Ryszard S. Michalski. ""Conceptual clustering- Inventing goal-oriented classifications of structured objects."" 1986.",,,"Creating a classification' is typically the first step in developing a theory about a collection of observations or phenomena. This process is a form of learning from observation (learning without a teacher), and its goal is to structure given observations it to a hierarchy of meaningful categories. The problem of automatically cre- ating such a hierarchy has so far received little attention in AI.

Yet creating classifications is a very basic and widely practiced intellectual process.
Past work on this problem was done mostly outside AI under the headings of numerical taxonomy and cluster analysis (Anderberg, 1973). Those methods are based on the application of a mathematical measure of similarity between objects, defined over a finite, a priori given set of object attributes. Classes of objects are taken as collections of objects with high intraclass and low interclass similarity. The methods assume that objects are characterized by sequences of attribute/value pairs and that this information is sufficient for creating a classification. The methods do not take into consideration any background knowledge about the semantic relationships among object attributes or global concepts that could be used for characterizing object configurations. Nor do they take into consideration possible goals of classification that might be indicated by background knowledge.

As a result, classifications obtained by traditional methods are often difficult to interpret conceptually. The problem of interpreting the results has remained a challenging task for the data analyst. In addition, traditional classification-building methods describe objects by attribute value sequences and therefore are inadequate for creating classifications of structured objects. The description of such objects must involve not only attributes of objects as a whole but also attributes of object components and relationships among these components.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0
confusion-matrix-classification.md,2018-10-16,Jonathan Reus,image,image,algorithms/confusion-matrix-classifier-evaluation.png,"The Confusion Matrix, Evaluating Classification",https://towardsdatascience.com/understanding-confusion-matrix-a9ad42dcfd62,"Understanding Confusion Matrix, Sarang Narkhede",,"A Confusion Matrix is a performance measurement for machine learning classification. A table with 4 different combinations of predicted and actual values; True Positive, True Negative, False Positive, and False Negative.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
convolutional-neural-network-digits.md,2018-10-16,Jonathan Reus,image,image,algorithms/CNN-digit-dataset-topology.png,Convolutional Neural Network trained on MNIST Dataset,https://towardsdatascience.com/convolutional-neural-networks-from-the-ground-up-c67bb41454e1,"Alejandro Escontrela, Convolutional Neural Networks from the Ground Up",,Topological visualisation of a convolutional neural network trained to recognize the MNIST handwritten digits dataset.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.44,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.88,0
curse-of-dimensionality.md,2019-12-8,Jonathan Reus,text,,,Curse of Dimensionality,https://en.wikipedia.org/wiki/Curse_of_dimensionality,Wikipedia,Wikimedia Commons,Research project description of Collections of Perfection.,"Cursed phenomena occur in domains such as numerical analysis, sampling, combinatorics, machine learning, data mining and databases. The common theme of these problems is that when the dimensionality increases, the volume of the space increases so fast that the available data become sparse. This sparsity is problematic for any method that requires statistical significance. In order to obtain a statistically sound and reliable result, the amount of data needed to support the result often grows exponentially with the dimensionality. Also, organizing and searching data often relies on detecting areas where objects form groups with similar properties; in high dimensional data, however, all objects appear to be sparse and dissimilar in many ways, which prevents common data organization strategies from being efficient.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.32,0,0,0,0.911,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de-humani-corporis-fabrica.md,2018-10-31,Joana Chicau,image,image,poster/De-humani-corporis-fabrica.png,Human body series by Vesalius' De humani corporis fabrica,https://en.wikipedia.org/wiki/File:De_humani_corporis_fabrica_(25).jpg,Vesalius' De humani corporis fabrica by Andreas Vesalius (1514–1564) and published in 1543,wikipedia,"Vesalius' De humani corporis fabrica. Some of the images, even though separated by several pages in the text, make a continuous landscape panorama in the background when placed side-by-side.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissection-anatomical-7-observers.md,2019-12-6,Joana Chicau,image,image,wc/anatomy_spec.jpg,"The Dutch anatomist Steven Blankaart (1650-1704) performing a dissection in an anatomy theatre, with seven observers. Engraving, 1687.",https://wellcomecollection.org/works/pc3bsnqr,,Creative Commons Attribution (CC BY 4.0),"The Dutch anatomist S. Blankaart, surrounded by seven observers, retracts the skin of the cadaver he is dissecting to reveal the intestines. Directly behind him is a door leading out of the anatomy theatre and above this, in a niche, is a skeleton holding a spade. Among the surgical instruments lying next to the corpse is a pair of glasses, on the left. Blankaart is similar in features and dress to his engraved portrait at the age of thirty-six (see this catalogue no. 1159), which faces the engraved title page in the Leiden 1687 edition.",,,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.99,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissection.md,2019-12-6,Joana Chicau,image,image,wc/dissection_14.jpg,Dissection of a Male Cadaver,https://wellcomecollection.org/works/pjfw5hkc,,Creative Commons Attribution (CC BY 4.0),"Dissection of a male cadaver, 14th century.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0
domestication-elegant-anatomy.md,2018-10-29,Joana Chicau,text,,,Tactile processes of commodification,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt on Aesthesis and the epistemology of 18th century anatomical research. From Elegant Anatomy, Marieke M. A. Hendriksen","...aesthesis in anatomy is inevitably characterized by the very tactile processes of commodification, domestication and objectification: it involves the creation of lasting, transferable anatomical preparations that both represent and are made of parts of the human body, as well as the domestication of the (exotic) other.
Footnote:  Latour, Science in Action, 223.",,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dudley-carrier-model-speech.md,2018-10-18,Jonathan Reus,image,image,algorithms/dudley-carrier-model-speech.gif,The Carrier Nature of Speech,https://archive.org/details/bstj19-4-495/page/n0,"Dudley, Homer. ""The carrier nature of speech."" Bell System Technical Journal 19.4 (1940). 495-515.",,Technologies of speech processing such as speech recognition and synthesis is fundamentally dependent on a parametric concept of speech introduced by Homer Dudley in the late 1930's. An ideal model is proposed for the acoustic properties of the human vocal tract and speech is analysed and synthesized based on this model.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
